episode,avg_pods,avg_latency,reward,execution_time
594,4.48,4.8271,23.0,0.16
595,4.88,67890.8162,16.0,0.23
596,4.84,11.8801,27.0,0.17
597,4.64,17.741,30.0,0.18
598,4.28,42.9735,17.0,0.19
599,6.92,484687.8317,4.0,0.16
600,6.44,67904.9287,12.0,0.17
601,5.44,12.6176,21.0,0.15
602,4.36,8.8757,10.0,0.21
603,4.48,10.5685,13.0,0.26
604,3.76,17.6782,20.0,0.26
605,6.52,20.3494,10.0,0.16
606,5.6,0.5998,15.0,0.16
607,6.24,32326.8438,10.0,0.18
608,5.28,168279.2535,21.0,0.18
609,3.68,146.0,21.0,0.21
610,4.68,17.6004,28.0,0.19
611,4.48,163.0274,24.0,0.16
612,3.8,8.8252,17.0,0.17
613,5.0,44.85,17.0,0.18
614,5.68,9.6686,5.0,0.16
615,3.6,52.7421,11.0,0.16
616,5.2,32253.4399,6.0,0.16
617,4.16,19.4277,31.0,0.16
618,4.2,52.6316,10.0,0.2
619,5.76,715025.1954,7.0,0.16
620,5.24,355289.6771,12.0,0.17
621,4.84,35.2775,24.0,0.16
622,4.68,1.7418,5.0,0.14
623,5.32,1.06,5.0,0.15
624,5.16,71431.55,14.0,0.18
625,6.04,1.2275,8.0,0.2
626,5.92,1250.2813,12.0,0.23
627,4.16,427610.8225,14.0,0.17
628,4.96,120032.0716,28.0,0.16
629,3.28,30.7385,8.0,0.16
630,3.48,26.3725,19.0,0.17
631,3.72,8.8348,20.0,0.16
632,5.56,54.3526,18.0,0.16
633,4.64,411860.8208,16.0,0.16
634,5.12,359706.204,12.0,0.17
635,5.0,155.4126,9.0,0.17
636,3.48,28.1289,22.0,0.17
637,6.0,2.4811,11.0,0.17
638,4.2,2.6239,5.0,0.17
639,3.56,9.6753,12.0,0.17
640,5.32,459196.7515,5.0,0.17
641,6.28,634954.615,4.0,0.15
642,5.88,787253.7266,11.0,0.16
643,6.4,155.8179,18.0,0.16
644,5.52,359738.4146,13.0,0.22
645,3.96,17.6787,16.0,0.15
646,5.76,678496.5958,5.0,0.16
647,5.04,120414.6612,23.0,0.17
648,6.72,695432.3166,10.0,0.16
649,5.36,67994.9433,4.0,0.16
650,7.28,47.3979,4.0,0.16
651,4.76,168280.5618,26.0,0.24
652,4.76,18.2501,16.0,0.24
653,4.04,2.7932,18.0,0.17
654,4.0,33888.0013,20.0,0.19
655,6.32,359756.4207,6.0,0.16
656,3.84,26.4724,16.0,0.17
657,6.64,2.7781,12.0,0.16
658,3.92,11.4514,21.0,0.16
659,6.12,10.7691,12.0,0.16
660,5.08,23.7937,20.0,0.17
661,6.08,339243.5483,2.0,0.16
662,5.0,0.3082,13.0,0.18
663,6.2,2962.4387,11.0,0.17
664,6.0,11.8617,19.0,0.19
665,5.2,359714.5361,10.0,0.18
666,4.6,3.2519,10.0,0.16
667,4.44,339244.6838,18.0,0.16
668,5.44,3.1832,26.0,0.19
669,6.12,12.8731,2.0,0.19
670,6.04,23.7671,17.0,0.2
671,4.92,407959.4147,16.0,0.21
672,4.2,8.956,18.0,0.17
673,4.04,359744.765,17.0,0.17
674,4.84,168280.5395,22.0,0.16
675,5.16,342909.1378,16.0,0.2
676,6.2,0.5823,21.0,0.25
677,5.24,339246.1662,8.0,0.2
678,3.72,8.8213,15.0,0.16
679,6.48,70692.2296,9.0,0.17
680,5.76,2.1287,15.0,0.16
681,4.48,17.5851,13.0,0.15
682,3.68,359720.0791,22.0,0.15
683,6.56,471426.2738,7.0,0.19
684,6.72,16.3778,6.0,0.15
685,4.72,120024.1954,22.0,0.18
686,4.44,12.6036,9.0,0.16
687,5.24,359712.4933,7.0,0.15
688,4.4,26.4661,22.0,0.16
689,5.84,121.3569,11.0,0.17
690,4.64,8.8129,8.0,0.18
691,4.88,135.1074,16.0,0.76
692,4.52,4.0407,26.0,0.18
693,4.32,399.3515,23.0,0.16
694,5.12,21.6016,24.0,0.17
695,3.6,27.9718,16.0,0.18
696,5.2,359713.5989,15.0,0.21
697,5.08,9.3493,18.0,0.16
698,5.6,0.2624,21.0,0.17
699,5.28,45.1162,19.0,0.16
